deity_tradition,corpus_id,slip_number,original_slip_label,poem_text,edition,edition_id,edition_date_period,source_locator,transcription_status,notes
關帝（living-tradition mapping）,guandi,55,第五十五,勤耕力作莫蹉跎，衣食隨時安分過。；縱使經商收倍利，不如逐歲凜禾多。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/55 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,56,第五十六,心頭理曲強詞遮，直欲欺官行路斜。；一旦醜形臨月鏡，身投憲網莫咨嗟。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/56 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,57,第五十七,事端百出慮雖長，莫聽人言自主張。；一著先機君記取，紛紛鬧裹更思量。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/57 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,58,第五十八,蘇秦三寸足平生，富貴功名在此行。；更好修為陰隱事，前程萬里自通亨。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/58 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,59,第五十九,門衰戶冷苦伶仃，自嘆祈求不一靈。；幸有祖宗陰隱在，香煙未斷續螟蛉。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/59 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,60,第六十,羨君兄弟好名聲，只管謙偽莫自矜。；丹詔槐黃相逼近，巍巍科甲兩同登。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/60 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,61,第六十一,嘯聚山林凶惡儔，善良無事苦煎憂。；主人大笑出門去，不用干戈盜賊休。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/61 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,62,第六十二,百十八面虎狼心，賴汝干戈用力深。；得勝回時秋漸老，虎頭城裹喜相尋。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/62 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,63,第六十三,曩時敗北且圖南，筋力雖衰尚一堪。；欲識前生君大數，前三三與後三三。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/63 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,64,第六十四,吉人相遇本和同，況有持謀天水翁。；人力不勞公論協，事成功倍笑談中。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/64 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,65,第六十五,朔風凜凜正窮冬，多羨門庭喜氣濃。；更入新春人事後，裹言方得信先容。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/65 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,66,第六十六,耕耘只可在鄉邦，何用求謀過外方。；見說今年新運好，門闌喜炁事雙雙。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/66 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,67,第六十七,纔發君心天已知，何須問我決狐疑，；願子改圖從孝悌，不愁家室不相宜。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/67 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,68,第六十八,南販珍珠北販鹽，年來幾倍貨財添。；勸君止此求田舍，心欲多時何日厭。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/68 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,69,第六十九,捨舟遵路總相宜，慎勿嬉遊逐貴兒。；一夜樽前兄與弟，明朝仇敵又相隨。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/69 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,70,第七十,雷雨風雲各有司，至誠禱告莫生疑。；與君定約為霖日，正是蘊隆中伏時。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/70 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,71,第七十一,喜鵲簷前報好音，知君千里欲歸心。；繡幃重結鴛鴦帶，葉落霜飛寒色侵。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/71 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,72,第七十二,河渠傍路有高低，可嘆長途日已西。；縱有榮華好時節，直須猴大換金鷄。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/72 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,73,第七十三,憶昔蘭堂分半釵，而今忽把信期乖。；癡心猶望成連理，到底誰知事不諧。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/73 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,74,第七十四,崔鬼崔鬼復崔鬼，履險如夷去復來。；身似菩提心似鏡，長安一道放春回。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/74 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,75,第七十五,生前結得好婚姻，一笑相逢情自親。；相當人物無高下，得意休論富與貧。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/75 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,76,第七十六,三千法律八千文，此事如何說與君。；善惡兩途君自作，一生禍福事由分。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/76 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,77,第七十七,木有根荄水有源，君當自此究其元。；莫隨道路人閑語，訟到終四是至言。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/77 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,78,第七十八,家道豐腴自飽溫，也須肚裹立乾坤。；財多害己君當省，福有胚胎禍有門。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/78 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,79,第七十九,乾亥來龍仔細看，坎居午向自當安。；若移丑艮陰陽逆，門戶凋零家道難。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/79 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,80,第八十,一朝無事忽遭官，也是門衰墳未安。；改換陰陽移禍福，勸君莫作等閑看。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/80 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,81,第八十一,假君財物自當還，謀賴心欺他自奸。；幸有當臺明月鏡，請來對照破機關。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/81 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,82,第八十二,彼亦儔中一輩賢，勸君特達與周全。；此時賓主歡相遇，他日王侯卻並肩。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/82 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,83,第八十三,隨分堂前赴粥饘，何須妄想苦憂煎。；主張門戶成難事，百歲寬閑得幾年。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/83 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,84,第八十四,箇中事緒更紛然，當局須知一著先。；長舌婦人休酷聽，力行禮義要心堅。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/84 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,85,第八十五,一春風雨正蕭蕭，千里行人去路遙。；移寡就多君得計，如何歸路轉無聊。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/85 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,86,第八十六,一般行貨好招邀，積少成多自富饒。；長把他人比自己，管須自後勝今朝。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/86 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,87,第八十七,陰裹詳稱怪爾曹，舟中敵國笑中刀。；藩籬剖破渾無事，一種天生惜羽毛。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/87 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,88,第八十八,從前作事總徒勞，纔是新春時漸遭。；百事營求都得意，更須守己莫心高。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/88 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,89,第八十九,樽前無事且高歌，時未來時奈若何。；白馬渡江雖日暮，虎頭城裹看巍峨。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/89 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,90,第九十,崆峒城裹事如麻，無事如君有幾家。；勸汝不須勤致禱，徒勞生事苦咨嗟。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/90 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,91,第九十一,古說淘沙始見金，只緣君子不勞心。；榮華總得詩書效，妙裹工夫仔細尋。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/91 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,92,第九十二,今年禾穀不如前，物價喧騰倍百千。；災數流行多疫癘，一陽來復始安全。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/92 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,93,第九十三,春來雨水大連綿，入夏晴乾雨又愆。；節氣直交三伏始，喜逢滂沛足田園。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/93 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,94,第九十四,一般器用與人同，巧斷輸輿梓亦二。；凡事有綠且隨分，秋行冬遇主人翁。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/94 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,95,第九十五,知君袖裹有驪珠，生不逢辰亦強圖。；可嘆頭顱已如許，而今方得貴人扶。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/95 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,96,第九十六,婚姻子息莫嫌遲，但把精神仗佛持。；四十年前須報應，功圓行滿育馨兒。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/96 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,97,第九十七,五十功名心已灰，那知富貴逼人來。；更行好事存方寸，壽比岡陵位鼎台。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/97 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,98,第九十八,經商百出費精神，南北奔馳運未新。；玉兔交時當得意，恰如枯木再逢春。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/98 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,99,第九十九,貴人相遇水雲鄉，冷淡交情滋味長。；黃閣開時延故客，驛餾應得驟康強。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/99 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
關帝（living-tradition mapping）,guandi,100,第一百,我本天仙雷雨師，吉凶禍福我先知。；至誠禱祝皆靈應，抽得終籤百事宜。,《護國嘉濟江東王靈籤》（傅燁撰，道藏本）,ed-guandi-daozang-fuye-1225,南宋寶慶 1225–1227（傅燁撰）；《正統道藏》1445 收錄（正一部）,https://zh.wikisource.org/wiki/護國嘉濟江東王靈籤/100 （維基文庫轉錄，2026-08-15/17 一手抓取）；道藏影像：ctext res=84978（正一部 1012–1013 冊）待核,PROBABLE,
